,auth.id,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
384,7005988386,1442,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
386,36337749200,1444,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,5,5,5,7,7,9,12,12,12,2009
387,7005533390,1446,0,2014,0,0,0,0,0,0,3,3,3,3,6,6,7,7,7,8,9,11,11,11,13,13,13,15,15,15,15,15,15,2000
389,25929356300,1450,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,20,25,26,28,30,32,36,38,38,2008
394,55961107000,1454,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1996
397,37105469100,1458,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1997
399,56822202600,146,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,1990
403,10039439300,1469,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,10,10,10,16,16,16,16,2005
408,13605041900,1480,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,2000
410,55434810600,1482,0,2009,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,5,9,9,12,12,15,16,21,26,26,28,33,33,41,1997
413,56015269300,1486,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1993
414,14029395800,1490,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,6,6,1990
415,23029252800,1494,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,4,4,6,2007
416,6602817412,1498,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,1998
417,6603436900,1499,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,14,14,18,26,1995
421,6602119110,1504,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1994
423,7004062005,1506,0,2005,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1990
425,7201604033,1514,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,21,21,26,26,26,26,26,26,41,41,41,41,1998
431,23088029900,152,0,2012,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,7,14,18,20,26,27,29,33,54,62,63,72,78,80,2001
432,12752060000,1522,0,2011,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1998
434,55881361500,1528,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1999
436,10239811300,1530,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2011
438,7004130381,1531,0,2010,0,0,0,0,0,0,0,1,2,2,2,3,3,5,5,5,10,11,12,17,22,26,26,32,33,37,37,41,46,1997
440,6508189926,1532,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,2007
445,55961113200,1538,0,2006,0,0,0,0,0,0,0,0,3,5,9,9,14,14,15,15,22,23,23,23,23,25,25,25,25,25,27,27,27,1998
447,24463390200,154,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,18,18,18,18,18,18,18,18,18,2006
449,10044561300,1540,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,7,7,13,13,13,13,13,13,13,13,13,13,2001
451,6603037640,1543,0,2008,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1997
453,13103942200,1546,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2004
456,7003839418,1550,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1994
458,22966678500,1553,0,2012,0,0,0,0,0,0,0,12,17,17,17,18,19,24,24,24,24,24,24,24,24,24,26,26,26,26,32,32,32,1991
462,6601996253,1563,0,2005,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,9,12,13,13,13,14,14,14,21,23,24,24,1998
463,14826568700,1566,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,8,8,8,8,8,8,8,8,8,2006
465,26221890600,157,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,12,13,15,15,15,15,15,15,2009
467,7202905356,1572,0,2014,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2000
469,10144347200,1575,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
470,10239811300,1577,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2011
472,23388702600,1579,0,2012,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,16,21,25,30,36,36,36,36,36,36,36,36,36,2003
477,7003451997,1584,0,2013,0,0,0,0,0,0,1,2,10,11,11,11,14,15,18,23,32,34,37,42,55,60,65,72,78,81,92,99,99,1997
479,6701795600,1585,0,2015,0,0,0,0,0,0,0,2,2,3,3,5,5,6,6,11,13,18,19,20,21,23,25,25,26,26,26,26,26,1997
481,56633274500,1588,0,2015,0,0,0,0,0,0,0,0,0,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1992
483,6603470403,159,0,2009,0,0,1,1,2,2,2,3,3,4,4,4,6,7,11,23,25,29,31,42,42,43,47,47,50,50,50,50,50,1990
486,35179959300,1591,0,2010,0,0,0,0,0,0,0,0,2,2,2,5,5,5,5,5,6,6,6,6,6,9,13,14,16,19,22,22,22,1998
487,7005216212,1592,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,6,6,6,6,6,6,9,9,9,18,20,20,25,2001
489,55903839100,1599,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,11,11,12,2000
492,55271046500,1600,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,1999
495,15520872000,1606,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,9,9,9,9,11,11,11,11,2006
500,7005405625,1613,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,6,6,6,6,6,6,6,11,11,11,11,1992
501,6602110830,1614,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1995
503,6603212866,1619,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1997
505,7003943295,162,0,2014,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1991
507,56439018500,1621,0,2013,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,71,71,71,71,71,71,71,71,71,71,71,71,1998
509,7003695994,1623,0,2013,0,0,0,7,11,12,14,14,15,23,30,32,39,41,43,49,54,58,65,77,82,94,97,109,117,122,125,135,143,1993
511,7005619937,1626,0,2012,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
513,6603003806,1629,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,21,21,21,21,21,21,2000
514,8707599900,1630,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8,8,8,8,9,9,9,9,9,9,9,2005
515,57188652412,1631,0,2008,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
516,6602468800,1632,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1998
517,15742496500,1638,0,2007,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1991
519,56214225500,164,0,2014,0,0,0,0,0,0,0,7,7,7,7,7,15,15,24,28,28,41,41,49,76,79,83,88,96,105,108,113,118,1992
521,55893367200,1641,0,2015,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,2000
523,6506975053,1642,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,2001
524,14020314100,1643,0,2012,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1998
525,23992298100,1644,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,2007
527,6602280336,1645,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,26,26,69,86,91,91,91,91,91,91,91,91,107,1999
530,55903952700,1652,0,2007,0,0,0,0,0,0,2,2,2,2,2,8,10,12,15,16,16,19,20,20,21,24,31,31,33,33,36,40,40,1994
532,9237011200,1653,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19,19,1998
533,16233962600,1656,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2007
534,35520433100,1660,0,2008,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,47,47,47,47,47,49,49,49,49,49,49,49,49,1999
536,7005883317,1661,0,2011,0,0,0,0,0,0,8,8,10,10,15,15,20,20,22,22,22,23,23,23,27,36,36,36,38,38,42,44,49,1990
539,19934548300,1669,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,8,8,2007
541,7004018746,1672,0,2013,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,11,23,24,32,35,35,35,40,46,46,48,48,1994
543,55853696700,1673,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,9,12,14,14,17,20,21,21,21,24,24,24,2001
545,55902898500,1674,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
548,8238292000,1678,0,2015,0,0,0,0,0,0,0,0,0,0,2,4,4,4,10,10,10,14,15,17,18,20,20,21,21,21,22,24,24,1999
550,7201422001,1680,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,1999
551,6603460720,1684,0,2009,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1998
553,6602457199,1685,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,16,16,16,16,17,19,19,22,23,23,29,29,29,1990
555,55916438500,1689,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,6,6,7,7,7,7,10,10,2004
556,7003405145,169,0,2005,0,0,0,0,0,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1990
557,7004215954,1692,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,14,14,14,14,14,14,1990
559,6506157791,1694,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2000
560,7006569627,1695,0,2014,0,0,0,0,0,0,0,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,1990
563,35309760600,17,0,2006,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1994
564,56108159100,170,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1992
565,6701806134,1703,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,9,9,9,9,9,1992
570,55407633600,1712,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,26,26,1998
572,24480204100,1713,0,2011,0,0,0,0,0,0,0,0,0,0,2,2,2,6,8,9,9,15,16,19,33,122,123,123,123,134,137,144,153,2000
576,17345107400,1717,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2005
579,55436220300,172,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,10,10,11,11,11,15,15,2006
580,6603994273,1720,0,2011,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,8,8,8,8,8,8,8,8,8,8,1990
583,14821803800,1725,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,14,18,22,22,25,32,36,45,47,2005
586,6508392627,1727,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2001
588,7005171198,1728,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,7,7,9,9,9,9,9,1990
590,10243911900,1730,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,39,39,41,47,47,47,47,2005
594,55912243200,1733,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1991
596,55459278700,1736,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,13,13,13,25,31,37,41,41,44,47,48,48,2003
598,7004165788,1739,0,2009,2,2,2,2,5,5,5,7,9,12,13,13,16,17,17,17,17,17,18,18,18,18,19,19,19,20,20,20,20,1990
599,7003536461,1740,0,2010,0,0,0,0,0,3,6,7,11,15,15,18,23,26,31,34,43,47,51,52,56,62,73,75,80,85,88,105,107,1995
601,8250301600,1743,0,2010,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1999
604,6601989681,1747,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,16,16,16,2003
606,6602721718,1749,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,1999
608,10040494500,175,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2004
610,6505911337,1750,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1995
611,55980036800,1752,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,30,30,30,30,30,30,2002
613,16025007900,1753,0,2010,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,13,13,13,19,41,53,53,75,75,83,87,87,99,99,1999
617,6603393501,1758,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,1997
620,14631544600,1762,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,7,8,9,12,12,18,18,18,18,18,18,18,18,1995
621,56186892500,1764,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1991
623,7005516922,1766,0,2015,0,0,0,0,0,0,0,0,0,2,2,2,2,4,7,8,9,11,12,15,22,27,28,28,29,29,31,31,31,1999
624,22961273700,1767,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1991
625,7003323696,177,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,11,11,11,11,11,11,11,15,17,28,28,28,32,35,1996
628,7005610253,1771,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,13,13,30,40,51,58,63,86,95,109,117,130,133,2002
631,12768644200,1775,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
635,8952117500,178,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,8,8,8,9,9,10,12,12,12,20,2005
638,21933470700,1781,0,2004,0,0,0,0,0,0,0,0,0,5,6,8,10,26,29,36,38,43,47,54,69,80,87,100,120,130,136,148,157,1999
642,7004642405,1786,0,2011,0,0,0,0,0,0,0,0,5,5,5,5,5,5,7,7,7,7,20,20,20,27,27,27,27,27,27,27,27,1992
644,16025007900,1788,0,2013,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,13,13,13,19,41,53,53,75,75,83,87,87,99,99,1999
646,6601972315,1789,0,2009,0,0,0,0,0,0,0,0,0,0,1,8,9,11,17,21,30,35,43,47,53,60,63,68,68,77,81,84,84,2000
648,15069830000,179,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6,6,6,6,6,6,6,1999
651,35430531900,1793,0,2014,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,19,19,19,19,25,25,25,25,25,25,25,25,1993
653,7003858490,1795,0,2007,0,0,0,0,0,0,0,0,0,3,3,3,4,4,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,1990
656,22735060800,1797,0,2007,0,0,0,0,0,0,3,3,5,5,8,11,13,16,16,16,16,19,21,22,26,26,29,29,29,29,29,31,31,1996
657,24512790600,1799,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,45,52,55,74,92,117,117,117,117,1999
659,36647263000,180,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,5,7,7,9,9,2010
661,9336871900,1800,0,2015,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,10,14,19,19,19,20,27,29,53,68,72,77,2001
662,56220604600,1801,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
664,55151795100,1802,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1990
665,7003742208,1803,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,55,55,55,55,55,55,55,55,55,55,55,55,55,2001
667,23006715800,1804,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,2007
669,35451456900,1806,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,36,37,46,46,46,46,1990
671,55976051400,1807,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,11,13,16,2000
673,56016841800,1808,0,2014,0,0,0,0,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1990
675,6603137219,181,0,2013,0,0,0,0,0,0,0,3,3,3,3,3,3,8,11,11,16,16,19,19,19,19,19,19,19,19,19,19,19,1995
677,6603648898,1811,0,2012,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,6,6,7,9,9,9,1999
678,6701395936,1813,0,2012,0,1,1,2,4,6,6,7,8,11,11,11,11,13,14,16,17,18,19,26,26,26,30,33,36,41,43,48,48,1991
680,34769623200,1814,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1990
682,6603400040,1815,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,14,14,21,28,37,44,49,55,56,66,2000
686,6602704112,1820,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990
687,7004949154,1822,0,2009,0,0,0,0,3,3,3,3,4,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,1990
688,21833545900,1825,0,2007,0,0,0,0,0,10,10,10,17,26,26,46,46,46,59,65,65,70,70,101,109,131,138,138,138,138,138,149,149,1990
689,23397064800,1827,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,6,6,9,15,20,24,25,27,27,33,38,41,42,2002
691,6602296397,1828,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,26,26,26,26,26,26,26,26,1997
694,7006422758,1830,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,5,10,11,20,20,1991
696,35605487000,1832,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,14,16,16,16,16,17,19,19,2008
698,6506010326,1833,0,2015,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,4,10,10,13,14,21,21,29,30,31,31,1995
700,6602385569,1834,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,2000
701,13606905600,1838,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2001
703,8964326300,1841,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,14,19,23,24,33,35,38,42,44,44,45,47,2004
707,6701688716,1847,0,2006,0,0,0,0,0,0,0,0,6,10,12,12,37,38,44,74,142,147,201,202,253,265,338,346,370,384,501,503,643,1996
710,6602767284,1852,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29,29,29,1997
713,24314530700,1859,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1996
715,6601953691,1860,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1993
717,6603946201,1864,0,2013,0,0,0,0,0,0,2,5,5,5,6,8,9,10,11,13,14,15,16,16,16,16,16,16,20,20,20,20,20,1993
719,7004640781,187,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1991
725,6602279935,1890,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2000
728,7004890722,19,0,2007,0,0,0,0,0,0,0,6,6,9,9,21,21,26,26,28,28,28,37,37,49,58,58,58,58,58,58,58,60,1994
730,56539754600,1900,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,1994
733,7003367452,1903,0,2011,0,0,0,0,0,0,1,1,5,5,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,1996
734,14833783200,1904,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
736,22635802600,1905,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
737,10045807200,1906,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,6,6,6,6,6,7,7,2004
739,55881737400,1907,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,12,12,12,12,12,13,13,1993
741,56042348000,191,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,1992
743,24767562700,1911,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,8,8,8,8,8,8,2008
745,6602835254,1913,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1996
746,12446106800,1914,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2000
748,7004389599,1917,0,2013,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,13,13,13,13,13,13,13,1996
750,10339279900,1918,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,6,6,6,6,6,6,6,9,2003
752,7102528592,192,0,2008,0,0,0,0,0,0,0,0,0,0,6,8,8,9,13,13,13,14,15,15,15,15,16,16,19,19,19,19,23,2001
754,55460306200,1922,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1994
756,7003603262,1926,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
759,14059409500,1933,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,2005
762,53981404000,1938,0,2006,0,0,0,0,0,0,0,5,5,5,5,5,5,13,18,18,18,18,26,35,37,44,57,62,68,73,76,84,94,1991
770,13409912600,1952,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,10,10,10,10,10,10,10,10,10,2005
773,36602542300,196,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,20,20,20,31,2010
779,15124116400,1971,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,2002
781,22955294900,1973,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,2006
782,16502965900,1974,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1992
784,6602632667,198,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,2002
786,7005007648,1980,0,2009,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,6,6,6,6,7,7,7,7,8,8,10,14,14,1993
788,8727294800,1981,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,38,38,38,38,57,57,57,2000
790,7003849783,1985,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1995
