,auth.id,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
2896,56273967900,4406,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,10,15,22,31,32,37,37,37,42,48,55,1993
2899,55939939100,4416,0,2015,0,0,1,1,1,1,2,4,4,5,7,9,13,15,16,20,20,21,27,38,42,50,51,53,55,65,68,76,85,1992
2900,6602513399,4417,0,2007,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,9,16,16,16,16,16,16,16,16,16,16,16,1992
2902,6602175281,4422,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,1994
2905,10043022500,4424,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,22,22,23,23,23,23,23,23,2005
2907,7003843597,4425,0,2009,0,0,0,0,0,0,2,2,6,6,10,17,20,24,25,33,46,52,59,62,67,78,79,88,91,99,107,113,121,1996
2909,15080729700,443,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12,12,13,13,15,16,16,16,16,16,18,18,2004
2911,26327180600,4430,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,6,6,6,6,6,6,6,2008
2914,7006813675,4432,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,12,1994
2917,36483503900,4434,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,2010
2919,35300429500,4435,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,7,8,8,8,13,14,15,17,17,21,23,2008
2921,37122221200,4443,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,2010
2924,6506994414,4446,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,9,9,13,13,18,19,2004
2927,7004221273,4448,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,35,35,35,35,35,35,35,1990
2928,7102327721,4449,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,1990
2929,7005278428,445,0,2009,0,0,0,0,0,0,0,1,3,3,3,3,7,8,20,20,20,20,20,22,22,22,22,27,27,27,27,35,43,1993
2931,7005190111,4450,0,2015,0,0,0,0,0,0,0,0,6,6,6,13,13,33,33,33,50,60,60,61,74,77,86,88,88,97,97,110,119,1990
2933,7003505762,4452,0,2008,0,0,0,0,0,0,1,2,4,5,9,15,27,34,39,45,53,67,79,93,99,112,120,152,154,164,170,190,254,1995
2934,36603425900,4453,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,10,10,17,19,21,26,38,43,62,2007
2938,8909440200,4458,0,2013,0,0,2,2,2,2,3,3,3,3,3,3,3,3,7,9,9,10,12,15,16,17,17,17,17,17,20,22,22,1996
2940,36922303700,4461,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,15,17,18,20,21,21,21,21,21,22,2000
2944,6602166060,4466,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,1994
2946,7005269182,4468,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1990
2947,6603944164,447,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,11,11,11,1990
2949,7003681915,4470,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,8,8,8,1996
2950,24173744500,4471,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2006
2951,6603226052,4473,0,2015,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,10,11,15,41,44,52,58,71,76,83,93,97,102,103,2004
2952,6602337420,4475,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,16,1996
2953,7003510323,4476,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1990
2954,6603759109,4477,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,8,8,1995
2957,21833545900,448,0,2011,0,0,0,0,0,10,10,10,17,26,26,46,46,46,59,65,65,70,70,101,109,131,138,138,138,138,138,149,149,1990
2958,9745737400,4480,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,62,62,82,82,101,101,123,123,131,131,167,1993
2960,23493772900,4481,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,15,30,34,34,34,34,34,34,34,34,34,1995
2961,6701602882,4482,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,2003
2962,22938605600,4484,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,6,9,9,2005
2964,6603761021,4485,0,2014,0,0,0,0,0,0,0,0,3,3,3,4,6,6,6,6,8,10,11,13,16,17,19,19,21,21,25,25,26,1997
2966,6701338436,4486,0,2008,0,0,0,0,6,6,10,10,13,16,35,36,37,41,44,52,59,74,90,107,130,146,162,169,177,192,194,206,214,1990
2968,6701745253,4487,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,12,12,17,21,31,31,32,33,33,35,36,40,42,2002
2970,6604030563,449,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,1991
2971,7402245594,4490,0,2015,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,62,62,62,86,86,86,86,86,86,86,1995
2972,23006556700,4491,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,1990
2973,7004457893,4492,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,61,2004
2978,6603714882,45,0,2015,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,4,16,16,19,19,19,19,19,25,25,25,27,27,27,1993
2982,7006083072,4503,0,2009,0,0,0,0,0,0,1,1,8,17,17,17,29,32,32,42,43,46,58,68,68,68,80,94,99,103,112,112,119,1994
2983,35576964400,4504,0,2010,2,6,13,13,13,13,14,16,22,26,27,28,33,48,50,55,57,60,68,70,74,86,95,100,103,103,106,110,111,1990
2986,6701554495,4506,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,16,16,16,16,19,19,19,19,19,19,19,19,19,1998
2987,7102887524,4507,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1990
2988,6603594472,4508,0,2010,0,0,0,0,0,0,3,3,3,11,15,15,21,24,30,31,39,40,45,47,55,64,68,73,82,92,93,96,104,1993
2990,56028949900,451,0,2015,0,0,1,1,3,3,3,6,6,7,7,7,8,8,9,9,10,10,10,10,13,16,16,17,20,24,24,24,25,1996
2992,6603637125,4511,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,28,28,28,28,28,38,38,38,50,50,50,2000
2994,7005190111,4513,0,2008,0,0,0,0,0,0,0,0,6,6,6,13,13,33,33,33,50,60,60,61,74,77,86,88,88,97,97,110,119,1990
2996,26664815600,4514,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,2007
2997,6603730065,4516,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1993
2999,16175002400,4519,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,2000
3001,7201904475,452,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,32,65,65,144,144,168,168,168,168,168,1996
3004,6603247722,4521,0,2013,0,0,0,0,3,5,6,9,9,9,10,10,12,12,13,13,17,17,17,20,22,29,29,29,29,29,29,29,29,1994
3006,35195623100,4523,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,15,15,15,2005
3008,7005753053,4524,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,27,27,27,27,47,2000
3009,6602748263,4527,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,21,52,54,135,193,236,270,294,307,308,312,341,341,425,2002
3011,7003683260,4529,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1990
3012,24331202900,453,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,1999
3013,6603426803,4530,0,2013,0,0,0,4,4,8,17,18,23,24,27,31,40,46,59,61,69,75,91,129,132,138,166,172,180,184,185,187,189,1993
3015,6602926453,4531,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,12,12,13,17,17,21,21,2003
3016,6506246728,4532,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1996
3018,35548326600,4535,0,2010,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1990
3020,6506442780,4536,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,6,6,6,6,6,6,6,6,6,1996
3022,16641102400,4538,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,18,18,18,18,18,18,18,18,18,18,24,24,24,24,1993
3025,7005378477,4540,0,2007,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23,23,23,23,23,23,63,63,63,63,63,63,63,63,2000
3030,6602514483,4549,0,2015,0,0,1,4,5,6,7,12,12,12,12,12,14,14,14,19,21,30,39,47,49,54,63,72,83,89,101,105,109,1990
3033,35093066100,4552,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,14,20,20,27,27,29,2008
3034,55985714800,4553,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,8,8,12,16,16,16,16,20,1997
3038,17433409500,456,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,4,4,4,4,4,4,4,2006
3039,7006490979,4560,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1993
3042,55170512600,4564,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,19,19,24,33,39,39,39,44,44,44,44,44,1990
3045,7202447549,4570,0,2011,0,0,0,0,2,2,2,2,2,2,2,2,2,2,8,8,8,8,10,10,10,10,10,10,10,10,10,10,15,1990
3046,15062734100,4572,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2003
3049,6602166060,4574,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,1994
3051,6603810234,4577,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23,1996
3053,12759352100,4578,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,10,10,10,10,10,2005
3055,7003350322,4581,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,43,1990
3058,55435322900,4583,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1992
3059,55913855800,4585,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,13,13,13,18,18,18,18,18,18,1993
3062,36622951700,4587,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2010
3065,6507324222,4589,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,7,7,12,14,14,14,2000
3067,6603833449,4590,0,2015,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,7,7,7,7,8,9,9,12,12,15,15,15,19,19,1996
3068,7003299143,4591,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,15,15,15,15,15,15,15,19,23,23,23,23,23,23,1992
3069,6701365373,4592,0,2011,1,1,3,3,4,4,5,5,5,6,10,10,13,13,14,14,14,15,15,15,15,15,27,27,27,27,28,28,29,1990
3073,6701461738,4596,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1993
3074,6602533430,4597,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,1993
3077,55886239700,460,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,10,10,11,12,12,16,17,18,18,22,24,25,27,2003
3079,57203104726,4601,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,11,11,128,128,176,176,210,210,223,1991
3081,35515658700,4602,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,13,1994
3082,56249221600,4605,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1990
3083,35619674500,4609,0,2012,0,0,0,0,0,0,0,0,3,3,3,6,6,7,7,9,9,9,9,9,9,9,9,11,13,13,13,13,13,1991
3085,33167559500,461,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,2009
3086,7101724582,4610,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,19,19,19,19,19,38,40,40,40,40,1990
3089,7005400625,4612,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1993
3092,6602762447,4623,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,16,19,21,24,29,30,60,64,68,74,85,103,106,113,2002
3093,6603209377,4624,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,75,75,75,75,1998
3095,7003734617,4627,0,2013,0,0,0,0,0,0,0,0,0,0,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1990
3100,7005324143,4631,0,2009,0,0,0,0,0,0,3,3,3,3,3,3,11,11,20,23,32,35,52,54,63,70,82,89,99,99,99,99,101,1993
3107,23019068500,4638,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,5,5,2001
3109,6504201649,464,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2004
3114,7005480839,4646,0,2011,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,18,18,18,18,18,18,18,18,18,1997
3117,35867775600,465,0,2005,0,0,0,0,0,0,0,0,0,0,3,3,3,4,12,14,17,17,22,25,27,32,33,38,39,42,42,52,52,2000
3119,6507035893,4653,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,14,14,16,16,16,16,16,16,16,16,2002
3120,8511526500,4654,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,9,9,11,11,2002
3123,6505961485,4658,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,10,10,2003
3124,6602239002,4659,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,1997
3126,55893277400,466,0,2015,0,0,0,0,1,2,2,2,2,2,3,4,4,4,6,6,8,8,10,10,14,18,19,19,19,20,20,22,24,1994
3128,9333441800,4660,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,36,36,36,1996
3130,6701362500,4662,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,39,39,44,44,100,100,100,100,179,179,247,247,247,247,344,355,379,1999
3132,7006483645,4663,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,1990
3133,24281200800,4664,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,10,10,10,10,10,10,2008
3134,7501876386,4665,0,2011,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1996
3138,7003941004,4669,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7,7,12,12,12,12,12,12,12,12,12,12,12,1994
3139,7801650381,467,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2002
3142,15924851700,4671,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,65,65,91,91,107,2006
3143,56037144400,4672,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,1998
3144,7003928138,4673,0,2005,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
3149,7004756743,4677,0,2013,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,1990
3150,7004203536,4678,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,1999
3151,55108306600,4679,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,4,4,9,9,11,14,18,18,18,18,23,23,1998
3153,7003549635,4681,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,15,15,19,19,19,19,19,19,1999
3154,14007467500,4682,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,8,8,8,16,19,19,2003
3155,7201863359,4683,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,7,7,7,7,7,7,7,7,1992
3157,36065512300,4684,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,5,5,5,5,5,5,5,1995
3159,7006608146,4686,0,2013,1,1,1,3,3,3,5,5,5,5,5,5,7,10,10,14,14,15,17,24,28,28,35,36,39,39,41,43,43,1990
3161,8238180800,4687,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,72,74,74,2001
3163,6506594129,4689,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,10,11,11,17,17,17,17,17,19,19,20,20,20,2003
3166,7004277515,4692,0,2012,0,0,2,2,2,2,2,3,3,6,16,16,16,18,20,20,20,20,20,22,22,26,26,40,41,46,46,46,46,1990
3168,6701651628,4693,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1992
3170,6603875772,4694,0,2012,0,0,0,1,5,5,6,6,7,7,10,10,12,14,14,14,14,14,15,20,31,31,34,34,36,38,38,38,39,1994
3171,23495325500,4695,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,23,2005
3172,7005273172,4696,0,2012,0,0,0,0,0,0,0,0,0,0,5,5,10,10,10,10,14,14,15,15,15,15,19,19,19,19,19,19,19,1990
3174,7003867676,4697,0,2013,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,6,9,9,9,10,10,10,12,12,12,12,12,1990
3177,7102964877,4703,0,2014,0,0,2,2,3,4,6,7,8,9,9,11,12,13,13,16,17,27,27,35,37,37,40,42,42,47,53,56,58,1991
3178,6701730418,4704,0,2011,0,0,0,0,2,2,2,2,2,3,5,6,6,6,10,10,10,10,12,12,14,14,21,21,26,26,26,26,26,1993
3179,8575769900,4706,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,8,8,2004
3181,6603160709,4707,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,2001
3183,6507952614,4708,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,9,9,9,9,9,2003
3184,7005779433,4709,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,6,6,1991
3186,8627116700,4711,0,2006,0,0,0,0,0,0,0,0,6,6,6,6,18,18,58,58,67,67,78,78,110,110,119,160,162,168,252,258,349,1998
3188,6701467359,4712,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,2005
3191,7102105741,4719,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,2000
3193,7003924858,472,0,2008,4,5,5,7,10,11,15,20,20,21,24,30,34,39,44,52,55,55,57,64,65,66,75,85,88,91,108,115,117,1990
3194,8677529900,4720,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,2004
3195,55981110100,4722,0,2012,0,0,0,0,0,0,0,0,2,2,2,2,2,5,6,9,18,18,18,18,18,18,22,25,25,25,31,31,31,1995
3196,55601883000,4723,0,2013,0,0,0,0,0,0,0,0,0,0,0,9,9,9,18,18,18,18,21,21,21,21,21,21,21,21,21,21,21,1990
3198,7403907957,4726,0,2011,0,0,0,0,0,0,0,6,8,8,11,11,11,11,11,14,14,14,17,20,20,37,37,37,37,37,37,37,37,1991
3200,55908717600,4728,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,2005
3201,55789290000,473,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,8,8,8,8,2009
3202,55170512600,4733,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,19,19,24,33,39,39,39,44,44,44,44,44,1990
3205,6602766024,4735,0,2015,0,0,0,0,0,0,0,0,9,11,11,11,12,12,17,23,23,25,26,34,42,49,55,68,73,78,127,133,135,1998
3206,7003272943,4736,0,2010,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,9,13,14,16,22,22,22,22,25,1997
3209,7006095006,4738,0,2014,0,0,0,0,11,11,11,15,15,15,15,15,30,30,36,44,49,52,56,61,61,61,61,61,61,61,61,61,61,1990
3210,10144347200,4739,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
3212,6507985851,474,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,9,9,10,2002
3217,6701696532,4748,0,2009,0,0,0,0,0,0,2,2,4,6,6,6,6,6,6,8,9,9,9,9,12,12,17,20,20,30,30,30,30,1996
3219,10044561300,475,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,7,7,13,13,13,13,13,13,13,13,13,13,2001
3221,7202098626,4751,0,2012,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,6,13,24,27,32,33,44,47,47,52,56,57,61,64,2001
3224,55911130700,4755,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1998
3226,23017875100,4758,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,42,46,46,58,58,58,58,58,58,2007
3228,7201912749,4759,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,6,7,7,8,8,9,9,9,9,9,9,1990
3231,24314530700,4765,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1996
3232,35601922700,4766,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,18,24,24,24,24,24,24,24,24,2004
3234,7005152402,4768,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,57,57,57,57,57,57,57,65,65,65,65,65,65,1992
3235,6508077463,4772,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,17,28,58,2003
3236,56270305100,4775,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,8,8,8,8,8,8,8,8,8,1992
3237,6603081413,4776,0,2012,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1993
3240,6506859712,4778,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
3244,7004280736,4783,0,2012,1,1,1,1,5,5,7,7,10,19,23,23,23,26,26,27,31,38,40,43,48,52,52,54,55,55,55,59,59,1990
3246,10639845000,4785,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,5,5,5,5,5,5,5,2005
3248,7005300538,4788,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,5,5,1990
3250,7006147742,4789,0,2010,0,0,0,0,0,0,0,5,5,5,5,5,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,1995
3252,15840242400,4790,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,9,9,11,15,25,29,30,33,2008
3254,57203104726,4791,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,11,11,128,128,176,176,210,210,223,1991
3256,7005687592,4792,0,2006,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,7,8,8,11,13,13,14,14,14,14,14,14,14,14,1992
3257,7004335489,4793,0,2014,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,16,17,21,21,21,28,28,32,41,52,56,63,78,84,1994
3258,6603618114,4794,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1995
