,auth.id,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
2479,6603347898,3958,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1995
2480,6603348150,3959,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,37,37,37,37,37,37,1997
2482,6603355877,3963,1,2012,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2001
2484,6603361103,3964,1,2015,0,0,0,0,0,2,4,5,5,5,7,8,8,9,11,15,17,23,25,25,31,41,44,47,50,53,53,57,67,1995
2486,6603363865,3965,1,2012,0,0,1,1,1,1,1,1,1,1,3,3,4,10,14,16,23,25,28,30,33,34,37,39,50,55,62,66,68,1992
2488,6603365991,3967,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,25,25,28,28,33,41,41,41,41,54,56,57,61,64,64,67,79,2001
2489,15834050000,397,1,2011,0,0,0,0,0,0,0,0,3,3,3,4,4,4,7,7,7,13,15,19,19,19,25,26,26,29,32,32,34,1998
2491,6603370315,3970,1,2015,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1992
2492,6603370577,3971,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1990
2494,6603382769,3975,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,11,11,11,11,11,11,1993
2495,6603383909,3977,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1991
2496,6603386129,3978,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,1990
2498,6603387342,3980,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2000
2501,6603390349,3983,1,2010,0,0,0,0,0,0,0,0,0,2,2,2,5,5,7,12,19,22,25,29,29,31,32,36,36,36,36,37,37,1999
2503,6603394348,3984,1,2011,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,13,13,13,13,1994
2504,6603397328,3985,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
2506,6603400427,3987,1,2013,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1994
2508,6603401772,3990,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1997
2510,6603410969,3993,1,2014,0,2,3,3,3,5,5,5,5,6,6,6,8,8,9,15,15,19,19,22,26,27,29,29,30,30,30,30,30,1991
2512,6603411057,3994,1,2014,0,0,0,0,0,0,0,0,0,0,4,4,9,12,12,12,13,13,13,15,15,19,25,30,30,30,30,34,34,1994
2513,6603412202,3995,1,2016,0,0,0,0,0,1,1,1,2,3,5,5,7,13,13,13,17,17,19,19,26,26,26,28,28,29,34,36,48,1995
2514,6603412271,3996,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1994
2515,6603415139,3997,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,10,10,10,14,18,18,18,18,18,1992
2517,6603422890,3998,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,1996
2518,10138985500,4,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,10,14,15,16,16,16,19,2004
2520,6603425237,4001,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,87,87,91,91,111,1997
2522,6603426616,4002,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1999
2523,6603433631,4005,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,1998
2525,6603433697,4006,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,20,20,20,1996
2528,6603438430,4008,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1997
2530,6603438618,4009,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,1998
2535,6603452376,4020,1,2010,0,0,0,0,3,3,3,3,3,3,3,5,6,7,7,8,12,12,26,32,33,36,39,45,50,53,53,81,83,1994
2537,6603453345,4021,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,11,11,15,15,17,17,17,17,1997
2539,6603455660,4023,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2000
2541,6603460714,4024,1,2012,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,2000
2542,6603462350,4025,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,1994
2546,15843705300,403,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2001
2548,6603476406,4033,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,11,11,11,12,12,12,14,14,16,16,16,16,1997
2549,6603478601,4034,1,2011,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,7,7,23,23,23,27,27,27,27,27,27,1997
2551,6603484090,4037,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2002
2554,15844977900,404,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,6,7,7,7,11,22,26,28,2006
2555,6603490212,4042,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1998
2557,6603492763,4043,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1997
2559,6603496841,4045,1,2012,0,0,0,0,0,0,0,0,2,2,2,2,2,4,8,10,10,10,10,10,10,10,13,13,13,13,13,13,16,1997
2560,6603498556,4046,1,2010,0,0,0,0,0,0,0,0,14,14,14,19,19,23,26,29,31,35,41,44,45,49,52,78,82,87,93,93,93,1998
2561,6603508732,4049,1,2013,0,0,0,0,0,0,0,0,0,2,2,3,4,8,12,12,19,19,28,33,39,39,39,42,45,52,58,66,78,1999
2563,6603512938,4051,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,16,26,26,30,30,30,30,30,31,31,31,1990
2564,6603514461,4052,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,20,21,28,32,33,33,33,33,1996
2566,6603527266,4053,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,2002
2570,6603541899,4059,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,13,13,13,13,13,19,2004
2571,15849721700,406,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2004
2573,6603544223,4060,1,2014,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,7,7,7,7,7,7,7,1991
2576,6603551146,4063,1,2013,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,7,7,31,31,31,34,34,41,41,41,41,47,52,1993
2579,6603559117,4067,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2000
2580,6603563139,4068,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,1996
2582,6603564345,4070,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,7,9,13,13,13,13,13,1999
2584,6603568411,4073,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2001
2586,6603569156,4074,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1993
2587,6603571018,4077,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1992
2589,6603571977,4078,1,2011,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1991
2590,6603590694,4087,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,1997
2591,15923548500,409,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,11,11,11,11,11,11,11,11,1997
2593,6603596032,4091,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,10,10,1994
2594,6603596869,4093,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,1993
2596,6603598871,4094,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,9,20,20,20,20,28,2009
2598,6603602937,4096,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1991
2599,6603603912,4097,1,2013,0,0,0,0,1,1,1,1,17,17,17,20,20,32,34,38,84,87,100,107,111,113,121,128,128,130,142,144,148,1994
2604,6603609578,4105,1,2016,0,0,0,0,2,2,2,3,6,6,6,7,8,8,9,9,9,12,16,16,18,18,20,20,20,20,20,21,26,1994
2607,6603620416,4112,1,2013,0,0,0,0,0,0,2,3,4,4,9,20,22,34,40,40,48,51,53,59,60,77,88,93,104,125,152,156,190,1997
2609,6603622551,4114,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2000
2611,6603628662,4119,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,9,12,15,15,22,23,24,26,31,31,36,1992
2613,6603630559,4120,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
2616,15925476400,413,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2004
2618,6603645453,4131,1,2015,0,0,0,0,0,0,0,0,0,0,2,2,5,23,36,40,41,47,60,74,75,86,98,100,101,115,115,124,138,2001
2620,6603647024,4132,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,8,15,15,15,15,15,2000
2623,6603649756,4134,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1997
2625,6603655399,4136,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1995
2626,6603657341,4138,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,12,18,30,35,35,37,38,38,43,43,43,48,48,48,2001
2627,6603657633,4139,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2002
2628,6603662917,4141,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1997
2630,6603671578,4144,1,2012,0,0,0,0,0,0,1,1,3,3,3,5,8,8,8,10,14,19,26,30,34,36,38,41,41,41,49,52,52,1996
2631,6603671842,4145,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,12,12,12,12,12,12,1990
2632,6603671892,4146,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1996
2634,6603674438,4147,1,2015,0,0,0,2,3,3,3,5,5,5,6,6,8,9,11,14,22,23,27,29,33,36,37,38,38,40,40,42,42,1993
2635,6603677940,4148,1,2010,0,0,0,0,0,0,2,7,7,8,8,10,12,12,12,12,14,15,20,22,22,22,22,24,34,34,36,38,41,1994
2637,15926093500,415,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,6,6,6,6,6,6,6,2004
2639,6603682693,4150,1,2011,0,0,0,0,0,0,0,0,0,0,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1992
2640,6603682694,4151,1,2011,0,0,1,2,2,2,3,3,3,6,7,8,11,12,12,12,12,13,14,14,14,14,14,15,16,17,19,20,22,1990
2642,6603683662,4152,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,31,31,33,41,41,51,57,57,58,65,65,65,68,1995
2644,6603686017,4153,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1990
2645,6603686575,4154,1,2011,4,4,4,4,4,4,6,6,6,6,6,8,8,8,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,1990
2647,6603690120,4156,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,2007
2649,6603691123,4157,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,1994
2650,6603691930,4158,1,2015,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,23,23,23,23,23,1994
2653,6603699033,4164,1,2012,2,3,5,5,5,5,5,5,5,5,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1990
2654,6603700686,4165,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1999
2656,6603702558,4166,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,13,13,13,13,13,13,13,20,1992
2658,6603706214,4169,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,9,9,11,11,12,20,22,29,29,33,33,36,36,2003
2659,16018868300,417,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,39,39,63,78,85,1993
2661,6603707134,4170,1,2011,0,4,4,4,4,4,4,4,4,9,9,11,12,16,17,19,25,34,35,46,51,51,53,60,67,74,77,77,78,1991
2663,6603707695,4171,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,7,8,2001
2666,6603724305,4175,1,2016,0,0,0,0,0,0,0,0,0,6,6,6,6,8,8,8,8,12,17,19,19,19,19,19,19,19,19,19,19,1998
2669,6603727094,4178,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,1998
2671,6603727409,4179,1,2012,0,0,0,0,0,4,4,4,4,4,4,4,4,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1995
2672,6603728347,4181,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1993
2674,6603733015,4182,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11,1991
2676,6603735970,4183,1,2014,0,0,0,1,1,1,1,1,3,3,3,4,7,7,13,22,24,29,35,37,38,39,40,45,48,51,52,52,54,1993
2681,16023799600,419,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,30,36,42,56,57,61,74,80,87,87,1994
2684,6603752340,4194,1,2011,0,0,0,0,0,0,0,4,4,4,4,8,12,12,18,33,33,34,34,39,39,39,39,39,46,46,49,49,49,1990
2687,6603758909,4197,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1992
2688,6603759440,4198,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,11,16,16,16,16,16,1994
2690,6603769366,4202,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,17,17,17,17,17,17,17,17,17,1994
2692,6603777809,4209,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,18,18,25,33,38,41,53,58,74,75,99,120,133,144,169,189,197,1998
2694,6603780364,4210,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1994
2695,6603782123,4211,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1998
2698,6603787818,4215,1,2016,0,0,0,0,0,0,1,1,1,1,1,4,5,5,5,8,12,12,12,12,15,20,20,25,25,26,26,26,26,1996
2700,6603794844,4219,1,2011,0,0,0,0,2,2,3,3,3,3,3,5,5,5,5,5,5,5,5,7,8,8,8,8,8,8,8,8,8,1994
2702,16024248400,422,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,6,7,7,11,11,11,11,11,11,11,15,15,2000
2703,6603799079,4221,1,2014,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,1996
2705,6603799855,4222,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,6,6,6,6,1993
2706,6603799893,4223,1,2015,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1994
2708,6603800409,4224,1,2012,0,5,5,5,5,5,5,5,5,5,5,6,7,7,7,8,8,8,8,9,9,9,12,12,12,12,15,24,25,1990
2710,6603802561,4227,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,18,18,18,18,23,23,23,23,23,23,23,27,27,2000
2713,6603807632,4231,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,22,22,25,25,25,25,1990
2716,6603812321,4233,1,2012,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,5,5,9,13,13,13,17,17,19,23,28,28,1998
2719,6603814620,4235,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1995
2722,6603820217,4238,1,2016,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,11,22,22,22,23,36,36,36,39,39,39,46,1994
2724,16025545700,424,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2003
2726,6603820671,4240,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,1996
2727,6603821714,4242,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,11,18,18,19,19,25,25,28,29,40,40,40,40,47,1994
2728,6603823173,4244,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,10,10,10,10,10,1994
2729,6603823522,4245,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,1995
2731,6603826309,4247,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1996
2733,16025777800,425,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,8,9,23,32,40,40,2006
2735,6603834330,4253,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,9,12,1999
2737,6603834991,4254,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,6,8,12,12,18,26,32,38,51,55,67,2005
2741,6603846131,4258,1,2011,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,6,8,14,15,15,16,16,16,19,23,25,34,34,43,1997
2743,16027887700,426,1,2014,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1992
2747,6603854967,4265,1,2016,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1992
2749,6603856425,4267,1,2015,0,0,0,0,1,1,1,3,7,7,9,11,14,14,15,17,24,24,26,27,27,29,31,38,41,46,46,48,49,1994
2752,6603865785,4271,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,31,42,50,51,51,51,56,1990
2753,6603866206,4272,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,1992
2754,6603867342,4273,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
2757,6603872447,4277,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1997
2758,6603872763,4278,1,2011,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,6,6,6,6,6,6,6,6,1991
2760,6603874537,4279,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,10,11,21,21,24,26,26,30,34,36,39,39,46,49,2001
2761,16028756000,428,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,8,8,9,9,13,2006
2763,6603875114,4280,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,1994
2764,6603878782,4282,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,15,15,15,15,1994
2767,6603880249,4284,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,5,1995
2772,6603889896,4290,1,2015,0,0,0,0,0,0,0,0,7,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,14,1998
2774,6603896253,4291,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1993
2775,6603899879,4292,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,18,18,18,18,18,18,18,1999
2776,6603900578,4293,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1996
2778,6603903850,4297,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,12,1990
2779,6603904412,4298,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2005
2780,11839190100,43,1,2011,0,0,0,1,1,1,1,1,1,1,1,3,3,3,7,10,14,17,21,25,29,31,34,35,37,40,41,42,42,2001
2782,16040133200,430,1,2014,0,0,0,0,0,0,0,0,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1998
2783,6603907482,4301,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1997
2784,6603908499,4302,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,2001
2785,6603912065,4303,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2002
2787,6603913258,4305,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1990
2788,6603918095,4309,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1997
2789,16040586900,431,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,17,24,37,46,47,51,58,66,72,78,2005
2793,6603928661,4316,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
2795,6603933708,4319,1,2013,1,6,8,10,12,13,14,14,14,16,17,21,21,21,21,22,22,22,25,25,25,25,25,25,27,27,29,30,30,1990
2796,16041607000,432,1,2010,0,0,0,0,0,0,0,0,0,0,3,5,6,10,10,13,15,18,18,22,25,26,35,39,51,73,81,81,83,1999
2798,6603938623,4320,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,1997
2800,6603939441,4321,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1993
2801,6603939644,4322,1,2015,0,0,0,0,0,0,5,8,10,10,17,22,28,36,36,37,37,40,43,66,74,82,97,106,112,114,117,123,123,1996
2803,6603944743,4324,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,1998
2806,6603946051,4326,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,8,8,8,8,8,1996
2807,6603949687,4329,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,15,30,30,33,33,33,33,33,33,38,39,1991
2808,16041876100,433,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,5,5,5,5,5,5,2005
2810,6603950827,4330,1,2012,0,0,0,0,0,0,0,0,0,0,0,7,14,17,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1999
2811,6603950964,4331,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2000
2814,6603959409,4337,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11,1995
2815,6603964117,4339,1,2010,0,0,0,0,0,0,0,3,5,8,9,14,19,24,31,32,44,51,55,57,63,68,68,89,94,97,97,100,100,1996
2816,6603964702,4340,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,61,61,67,1990
2818,6603967034,4341,1,2011,0,0,0,0,0,2,4,9,10,11,11,12,13,17,19,25,41,43,43,43,43,43,46,49,49,49,52,52,61,1995
