ID,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year,end_year,max_hole_size,activity,tot_pubs
24328865000,1262,0,2015,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,3,3,8,8,8,8,8,11,13,13,14,14,14,1997,2016,6,19,9
24328865000,338,0,2014,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,3,3,8,8,8,8,8,11,13,13,14,14,14,1997,2016,6,19,9
35316827300,1266,1,2015,0,0,0,0,0,0,0,0,5,8,13,13,13,13,18,20,26,26,26,26,26,26,26,28,28,31,33,33,33,1998,2016,3,18,15
56208817600,1266,0,2014,0,0,0,0,0,0,0,0,3,6,7,8,9,11,12,14,17,18,20,22,22,29,34,34,35,38,41,45,45,1998,2017,1,19,31
12806965200,127,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,7,7,8,12,18,22,25,32,2007,2018,1,11,24
57202311057,127,0,2012,0,0,0,0,0,0,0,0,0,0,3,3,3,3,25,25,25,30,34,37,45,45,54,55,55,55,68,68,72,2000,2018,3,18,18
35386125600,1280,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,17,67,70,72,85,95,109,123,2008,2018,1,10,37
56264174000,1280,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,5,5,6,6,6,6,9,2005,2018,3,13,10
35416421800,1284,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,2010,2010,0,0,1
7005353464,1284,0,2014,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,41,41,41,41,54,54,55,55,75,77,86,87,87,89,2001,2018,3,17,17
35476861300,1290,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,2009,2009,0,0,1
8898983400,1290,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,2016,2016,0,0,2
35486794500,1294,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,10,12,15,16,17,22,32,34,35,36,2005,2018,0,13,38
6506762831,1294,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,41,41,41,41,41,41,41,41,41,41,41,2002,2008,5,6,2
7006112144,5198,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,12,12,12,12,21,21,21,21,21,21,21,2005,2012,3,7,3
